"year","DVRPC- Fair","DVRPC- Good","DVRPC- Poor","New Jersey- Fair","New Jersey- Good","New Jersey- Poor","Pennsylvania- Fair","Pennsylvania- Good","Pennsylvania- Poor","Bucks- Fair","Bucks- Good","Bucks- Poor","Burlington- Fair","Burlington- Good","Burlington- Poor","Camden- Fair","Camden- Good","Camden- Poor","Chester- Fair","Chester- Good","Chester- Poor","Delaware- Fair","Delaware- Good","Delaware- Poor","Gloucester- Fair","Gloucester- Good","Gloucester- Poor","Mercer- Fair","Mercer- Good","Mercer- Poor","Montgomery- Fair","Montgomery- Good","Montgomery- Poor","Philadelphia- Fair","Philadelphia- Good","Philadelphia- Poor"
2020,3753.1,1316.3,276.8,945.8,668.1,63.2,2807.3,648.2,213.6,640.1,147.3,70.3,287.1,260.8,20.7,356.9,120.4,25.0,428.5,193.0,15.2,469.0,82.9,32.3,112.0,125.6,2.2,189.8,161.3,15.3,627.1,143.1,48.0,642.6,81.9,47.8
2021,3759.6,1674.8,199.9,953.8,1022.9,37.4,2805.8,651.9,162.5,650.9,146.3,77.2,241.6,322.8,6.3,338.3,213.0,11.4,442.3,186.3,12.9,477.3,86.1,23.3,147.0,236.4,5.4,226.9,250.7,14.3,607.3,153.5,49.1,628.0,79.7,0.0
2022,3675.5,1688.7,284.1,929.4,1042.7,39.5,2746.1,646.0,244.6,636.8,137.7,100.5,222.2,339.0,9.5,340.0,208.7,14.0,434.0,192.6,16.4,422.6,108.7,30.5,149.5,233.8,5.5,217.7,261.2,10.5,614.8,134.8,52.5,637.9,72.2,44.7
2023,3772.0,1652.6,240.3,966.1,996.7,48.0,2805.9,655.9,192.3,628.1,148.1,74.6,228.4,331.8,10.5,358.1,183.5,21.1,444.2,180.2,15.1,460.7,115.5,17.1,160.8,221.4,6.6,218.8,260.0,9.8,635.2,131.1,55.3,637.7,81.0,30.2
